iter	Passed	Remaining
2957	30957	178356
2958	30967	178343
2959	30977	178329
2960	30987	178319
2961	30998	178307
2962	31007	178292
2963	31018	178280
2964	31030	178278
2965	31041	178271
2966	31051	178262
2967	31064	178264
2968	31075	178255
2969	31086	178251
2970	31096	178238
2971	31107	178227
2972	31117	178215
2973	31127	178204
2974	31137	178191
2975	31147	178178
2976	31157	178165
2977	31167	178153
2978	31178	178140
2979	31187	178127
2980	31198	178116
2981	31208	178104
2982	31218	178091
2983	31228	178076
2984	31238	178067
2985	31250	178060
2986	31260	178049
2987	31270	178038
2988	31281	178026
2989	31291	178014
2990	31301	178001
2991	31311	177987
2992	31321	177976
2993	31331	177965
2994	31341	177952
2995	31352	177941
2996	31362	177932
2997	31372	177919
2998	31382	177904
2999	31392	177892
3000	31403	177882
3001	31413	177872
3002	31424	177861
3003	31434	177847
3004	31444	177836
3005	31454	177824
3006	31464	177811
3007	31474	177800
3008	31485	177791
3009	31495	177779
3010	31505	177766
3011	31515	177752
3012	31526	177740
3013	31535	177725
3014	31545	177712
3015	31556	177702
3016	31567	177698
3017	31579	177692
3018	31589	177682
3019	31600	177675
3020	31611	177664
3021	31621	177653
3022	31631	177640
3023	31641	177628
3024	31652	177620
3025	31662	177607
3026	31672	177595
3027	31682	177581
3028	31693	177573
3029	31703	177561
3030	31714	177550
3031	31724	177540
3032	31736	177535
3033	31746	177525
3034	31758	177523
3035	31769	177516
3036	31779	177503
3037	31789	177491
3038	31800	177479
3039	31810	177469
3040	31820	177455
3041	31830	177441
3042	31840	177432
3043	31851	177419
3044	31862	177414
3045	31872	177402
3046	31882	177390
3047	31891	177372
3048	31902	177360
3049	31912	177351
3050	31923	177340
3051	31933	177331
3052	31944	177321
3053	31954	177310
3054	31965	177299
3055	31976	177294
3056	31986	177282
3057	31997	177271
3058	32007	177257
3059	32019	177256
3060	32029	177243
3061	32038	177229
3062	32049	177216
3063	32059	177204
3064	32070	177197
3065	32080	177186
3066	32091	177180
3067	32102	177172
3068	32112	177155
3069	32122	177142
3070	32132	177132
3071	32142	177120
3072	32152	177106
3073	32162	177090
3074	32171	177076
3075	32182	177064
3076	32192	177051
3077	32202	177041
3078	32212	177026
3079	32222	177014
3080	32232	177000
3081	32242	176989
3082	32252	176977
3083	32262	176964
3084	32272	176952
3085	32283	176940
3086	32292	176924
3087	32302	176911
3088	32312	176900
3089	32322	176885
3090	32332	176871
3091	32342	176857
3092	32354	176854
3093	32364	176842
3094	32373	176827
3095	32384	176816
3096	32394	176805
3097	32404	176790
3098	32414	176777
3099	32424	176768
3100	32434	176754
3101	32444	176737
3102	32453	176722
3103	32463	176709
3104	32473	176695
3105	32483	176680
3106	32492	176665
3107	32502	176651
3108	32511	176634
3109	32522	176623
3110	32532	176610
3111	32542	176597
3112	32552	176586
3113	32562	176573
3114	32572	176561
3115	32582	176546
3116	32591	176530
3117	32601	176516
3118	32611	176503
3119	32621	176489
3120	32630	176473
3121	32640	176457
3122	32650	176444
3123	32660	176432
3124	32670	176419
3125	32681	176410
3126	32692	176403
3127	32703	176396
3128	32714	176392
3129	32725	176381
3130	32735	176368
3131	32746	176361
3132	32756	176349
3133	32767	176342
3134	32777	176331
3135	32788	176319
3136	32798	176306
3137	32808	176294
3138	32818	176284
3139	32828	176271
3140	32839	176262
3141	32850	176257
3142	32860	176241
3143	32870	176231
3144	32882	176225
3145	32892	176215
3146	32902	176201
3147	32912	176189
3148	32922	176178
3149	32932	176164
3150	32943	176152
3151	32952	176138
3152	32962	176126
3153	32972	176112
3154	32982	176096
3155	32991	176082
3156	33002	176071
3157	33013	176063
3158	33022	176048
3159	33033	176037
3160	33042	176021
3161	33053	176015
3162	33063	176000
3163	33073	175990
3164	33083	175977
3165	33093	175964
3166	33103	175949
3167	33113	175935
3168	33124	175928
3169	33135	175923
3170	33146	175911
3171	33155	175897
3172	33166	175885
3173	33177	175878
3174	33188	175871
3175	33199	175863
3176	33209	175853
3177	33221	175849
3178	33232	175842
3179	33243	175836
3180	33253	175823
3181	33264	175813
3182	33274	175804
3183	33285	175795
3184	33295	175783
3185	33306	175772
3186	33316	175762
3187	33327	175753
3188	33339	175748
3189	33349	175737
3190	33360	175732
3191	33370	175717
3192	33381	175711
3193	33391	175696
3194	33401	175684
3195	33412	175675
3196	33421	175660
3197	33432	175648
3198	33442	175638
3199	33452	175627
3200	33463	175616
3201	33472	175600
3202	33483	175590
3203	33493	175577
3204	33503	175564
3205	33512	175549
3206	33523	175543
3207	33533	175526
3208	33542	175510
3209	33554	175505
3210	33564	175494
3211	33575	175488
3212	33585	175476
3213	33595	175461
3214	33605	175449
3215	33615	175437
3216	33625	175422
3217	33635	175409
3218	33645	175395
3219	33654	175380
3220	33664	175367
3221	33675	175359
3222	33685	175345
3223	33695	175332
3224	33704	175317
3225	33716	175310
3226	33727	175306
3227	33737	175294
3228	33747	175280
3229	33758	175274
3230	33769	175262
3231	33779	175252
3232	33790	175243
3233	33800	175231
3234	33810	175221
3235	33820	175208
3236	33833	175209
3237	33844	175201
3238	33854	175190
3239	33866	175185
3240	33877	175176
3241	33888	175170
3242	33899	175165
3243	33910	175157
3244	33921	175147
3245	33931	175136
3246	33942	175124
3247	33952	175115
3248	33962	175103
3249	33973	175093
3250	33983	175083
3251	33993	175068
3252	34004	175058
3253	34015	175054
3254	34025	175042
3255	34036	175032
3256	34045	175016
3257	34056	175008
3258	34067	175001
3259	34078	174992
3260	34088	174980
3261	34099	174969
3262	34109	174960
3263	34120	174951
3264	34130	174938
3265	34139	174922
3266	34150	174913
3267	34161	174905
3268	34170	174886
3269	34180	174873
3270	34191	174866
3271	34201	174855
3272	34211	174843
3273	34222	174833
3274	34233	174825
3275	34244	174816
3276	34253	174802
3277	34264	174792
3278	34274	174782
3279	34284	174769
3280	34295	174758
3281	34304	174742
3282	34315	174733
3283	34328	174737
3284	34338	174723
3285	34349	174715
3286	34360	174707
3287	34370	174694
3288	34379	174679
3289	34390	174672
3290	34401	174661
3291	34412	174657
3292	34423	174645
3293	34433	174636
3294	34444	174628
3295	34455	174618
3296	34465	174605
3297	34475	174595
3298	34486	174585
3299	34498	174581
3300	34507	174567
3301	34518	174556
3302	34528	174546
3303	34539	174536
3304	34549	174525
3305	34560	174514
3306	34570	174502
3307	34580	174491
3308	34590	174478
3309	34600	174464
3310	34610	174454
3311	34621	174445
3312	34631	174431
3313	34640	174416
3314	34651	174405
3315	34662	174400
3316	34672	174386
3317	34681	174370
3318	34691	174357
3319	34703	174353
3320	34713	174341
3321	34726	174343
3322	34736	174332
3323	34747	174321
3324	34757	174311
3325	34768	174302
3326	34778	174290
3327	34788	174278
3328	34799	174267
3329	34809	174256
3330	34821	174252
3331	34831	174242
3332	34841	174228
3333	34851	174217
3334	34863	174212
3335	34874	174203
3336	34884	174194
3337	34895	174184
3338	34905	174172
3339	34916	174163
3340	34926	174153
3341	34936	174141
3342	34946	174127
3343	34957	174118
3344	34968	174109
3345	34978	174097
3346	34990	174094
3347	35001	174086
3348	35012	174077
3349	35022	174064
3350	35033	174060
3351	35044	174051
3352	35054	174038
3353	35064	174027
3354	35075	174017
3355	35085	174006
3356	35095	173991
3357	35107	173990
3358	35117	173976
3359	35127	173965
3360	35137	173953
3361	35147	173941
3362	35158	173933
3363	35168	173919
3364	35179	173910
3365	35190	173903
3366	35200	173888
3367	35211	173883
3368	35222	173873
3369	35231	173856
3370	35241	173844
3371	35251	173831
3372	35261	173819
3373	35271	173806
3374	35281	173791
3375	35291	173782
3376	35301	173770
3377	35311	173757
3378	35322	173746
3379	35333	173738
3380	35343	173727
3381	35353	173713
3382	35363	173701
3383	35374	173694
3384	35385	173687
3385	35396	173678
3386	35406	173668
3387	35417	173657
3388	35427	173643
3389	35437	173631
3390	35447	173621
3391	35457	173609
3392	35467	173595
3393	35477	173584
3394	35487	173572
3395	35499	173566
3396	35509	173555
3397	35520	173545
3398	35530	173534
3399	35541	173526
3400	35551	173511
3401	35561	173503
3402	35572	173492
3403	35582	173482
3404	35593	173470
3405	35603	173462
3406	35614	173452
3407	35626	173447
3408	35635	173433
3409	35647	173427
3410	35657	173415
3411	35667	173403
3412	35678	173393
3413	35688	173383
3414	35698	173371
3415	35709	173362
3416	35720	173356
3417	35730	173344
3418	35741	173332
3419	35751	173322
3420	35761	173310
3421	35771	173298
3422	35782	173287
3423	35793	173280
3424	35803	173270
3425	35815	173266
3426	35825	173253
3427	35837	173247
3428	35848	173242
3429	35859	173232
3430	35869	173223
3431	35881	173216
3432	35891	173204
3433	35901	173194
3434	35912	173186
3435	35923	173176
3436	35933	173163
3437	35943	173151
3438	35954	173141
3439	35963	173128
3440	35975	173122
3441	35986	173114
3442	35997	173105
3443	36008	173098
3444	36018	173089
3445	36030	173086
3446	36042	173079
3447	36052	173066
3448	36061	173053
3449	36072	173043
3450	36083	173034
3451	36093	173023
3452	36104	173014
3453	36114	173001
3454	36124	172989
3455	36134	172979
3456	36146	172973
3457	36156	172963
3458	36168	172956
3459	36179	172949
3460	36189	172939
3461	36199	172927
3462	36211	172921
3463	36222	172913
3464	36233	172904
3465	36243	172891
3466	36252	172878
3467	36263	172869
3468	36274	172861
3469	36285	172850
3470	36294	172837
3471	36306	172830
3472	36316	172819
3473	36326	172807
3474	36337	172799
3475	36348	172792
3476	36358	172780
3477	36368	172767
3478	36380	172761
3479	36390	172751
3480	36400	172739
3481	36411	172730
3482	36422	172720
3483	36432	172708
3484	36442	172697
3485	36453	172686
3486	36463	172675
3487	36473	172664
3488	36483	172651
3489	36493	172637
3490	36503	172625
3491	36514	172618
3492	36527	172619
3493	36542	172630
3494	36553	172621
3495	36562	172606
3496	36572	172593
3497	36583	172585
3498	36593	172574
3499	36603	172560
3500	36614	172551
3501	36624	172539
3502	36635	172530
3503	36645	172519
3504	36658	172517
3505	36669	172510
3506	36680	172505
3507	36692	172498
3508	36703	172492
3509	36713	172479
3510	36723	172468
3511	36733	172457
3512	36743	172444
3513	36754	172435
3514	36764	172424
3515	36775	172412
3516	36785	172399
3517	36795	172387
3518	36806	172382
3519	36817	172373
3520	36828	172362
3521	36840	172361
3522	36852	172358
3523	36863	172352
3524	36873	172339
3525	36884	172329
3526	36894	172318
3527	36905	172308
3528	36915	172298
3529	36926	172287
3530	36936	172277
3531	36946	172263
3532	36957	172253
3533	36967	172244
3534	36978	172234
3535	36988	172220
3536	36998	172211
3537	37008	172198
3538	37019	172191
3539	37030	172181
3540	37041	172174
3541	37052	172164
3542	37062	172153
3543	37072	172140
3544	37082	172128
3545	37092	172113
3546	37102	172101
3547	37112	172087
3548	37121	172074
3549	37132	172064
3550	37142	172052
3551	37153	172042
3552	37164	172034
3553	37175	172026
3554	37185	172016
3555	37195	172004
3556	37206	171994
3557	37216	171984
3558	37227	171972
3559	37237	171962
3560	37247	171948
3561	37257	171935
3562	37267	171922
3563	37277	171910
3564	37287	171897
3565	37298	171891
3566	37307	171875
3567	37318	171867
3568	37328	171854
3569	37339	171845
3570	37350	171836
3571	37360	171827
3572	37371	171816
3573	37381	171804
3574	37391	171792
3575	37402	171784
3576	37413	171776
3577	37424	171766
3578	37434	171754
3579	37443	171739
3580	37454	171730
3581	37465	171724
3582	37475	171709
3583	37485	171697
3584	37497	171692
3585	37507	171681
3586	37517	171669
3587	37528	171662
3588	37538	171650
3589	37549	171638
3590	37558	171623
3591	37568	171612
3592	37579	171601
3593	37589	171591
3594	37600	171580
3595	37610	171568
3596	37620	171557
3597	37634	171564
3598	37647	171561
3599	37656	171548
3600	37668	171545
3601	37679	171533
3602	37689	171524
3603	37700	171512
3604	37710	171500
3605	37719	171485
3606	37729	171472
3607	37739	171458
3608	37749	171447
3609	37759	171435
3610	37769	171420
3611	37779	171407
3612	37788	171394
3613	37800	171387
3614	37809	171373
3615	37820	171364
3616	37830	171350
3617	37842	171346
3618	37851	171332
3619	37863	171327
3620	37874	171318
3621	37884	171306
3622	37895	171298
3623	37906	171288
3624	37916	171276
3625	37926	171263
3626	37936	171254
3627	37946	171242
3628	37957	171230
3629	37968	171226
3630	37979	171214
3631	37988	171200
3632	37997	171181
3633	38010	171180
3634	38020	171172
3635	38032	171165
3636	38042	171154
3637	38052	171141
3638	38062	171131
3639	38074	171123
3640	38084	171112
3641	38094	171102
3642	38104	171088
3643	38115	171079
3644	38126	171074
3645	38136	171061
3646	38147	171053
3647	38158	171042
3648	38169	171037
3649	38180	171026
3650	38189	171011
3651	38199	170999
3652	38210	170989
3653	38219	170975
3654	38230	170962
3655	38239	170948
3656	38249	170936
3657	38259	170923
3658	38269	170909
3659	38279	170896
3660	38289	170884
3661	38299	170873
3662	38309	170860
3663	38319	170848
3664	38330	170841
3665	38341	170832
3666	38352	170825
3667	38364	170818
3668	38376	170816
3669	38387	170808
3670	38397	170797
3671	38408	170787
3672	38419	170779
3673	38429	170769
3674	38440	170760
3675	38451	170750
3676	38462	170744
3677	38473	170734
3678	38483	170721
3679	38494	170713
3680	38504	170703
3681	38514	170690
3682	38525	170679
3683	38536	170673
3684	38546	170662
3685	38556	170647
3686	38566	170636
3687	38576	170625
3688	38587	170616
3689	38598	170608
3690	38608	170593
3691	38619	170585
3692	38629	170574
3693	38640	170564
3694	38650	170552
3695	38660	170539
3696	38671	170534
3697	38682	170526
3698	38693	170516
3699	38704	170507
3700	38714	170494
3701	38724	170484
3702	38735	170474
3703	38745	170463
3704	38756	170456
3705	38767	170447
3706	38778	170437
3707	38788	170426
3708	38799	170417
3709	38809	170404
3710	38818	170390
3711	38829	170380
3712	38840	170371
3713	38850	170360
3714	38860	170347
3715	38871	170339
3716	38881	170328
3717	38892	170319
3718	38904	170314
3719	38916	170313
3720	38928	170307
3721	38938	170297
3722	38948	170285
3723	38959	170275
3724	38971	170270
3725	38982	170261
3726	38993	170255
3727	39003	170244
3728	39014	170233
3729	39024	170221
3730	39034	170211
3731	39044	170199
3732	39055	170189
3733	39066	170178
3734	39076	170170
3735	39088	170163
3736	39098	170153
3737	39108	170141
3738	39119	170133
3739	39130	170125
3740	39141	170114
3741	39151	170104
3742	39162	170093
3743	39172	170083
3744	39182	170071
3745	39193	170059
3746	39203	170048
3747	39213	170037
3748	39223	170023
3749	39233	170013
3750	39245	170006
3751	39256	170000
3752	39268	169994
3753	39278	169984
3754	39289	169974
3755	39299	169964
3756	39310	169954
3757	39321	169944
3758	39331	169932
3759	39341	169921
3760	39351	169908
3761	39361	169898
3762	39372	169888
3763	39382	169876
3764	39392	169865
3765	39402	169852
3766	39414	169846
3767	39423	169832
3768	39434	169821
3769	39446	169818
3770	39457	169811
3771	39467	169797
3772	39477	169787
3773	39489	169781
3774	39499	169771
3775	39509	169758
3776	39519	169744
3777	39529	169732
3778	39540	169722
3779	39549	169706
3780	39559	169695
3781	39568	169679
3782	39579	169670
3783	39589	169656
3784	39599	169643
3785	39608	169630
3786	39618	169614
3787	39628	169605
3788	39639	169596
3789	39650	169586
3790	39659	169569
3791	39669	169555
3792	39679	169544
3793	39688	169529
3794	39698	169517
3795	39708	169504
3796	39718	169490
3797	39727	169472
3798	39738	169464
3799	39750	169464
3800	39763	169464
3801	39775	169457
3802	39787	169456
3803	39800	169453
3804	39811	169448
3805	39824	169447
3806	39834	169437
3807	39845	169426
3808	39855	169414
3809	39865	169401
3810	39875	169389
3811	39885	169377
3812	39895	169364
3813	39906	169358
3814	39917	169346
3815	39927	169335
3816	39937	169322
3817	39947	169310
3818	39957	169297
3819	39967	169287
3820	39978	169279
3821	39989	169270
3822	39999	169257
3823	40009	169244
3824	40019	169231
3825	40029	169218
3826	40038	169204
3827	40049	169194
3828	40059	169182
3829	40070	169176
3830	40081	169167
3831	40091	169154
3832	40101	169141
3833	40112	169132
3834	40123	169125
3835	40133	169113
3836	40143	169100
3837	40154	169092
3838	40165	169084
3839	40176	169076
3840	40186	169064
3841	40197	169053
3842	40207	169044
3843	40218	169034
3844	40228	169024
3845	40241	169021
3846	40251	169011
3847	40262	169003
3848	40274	168996
3849	40284	168987
3850	40296	168981
3851	40307	168971
3852	40318	168966
3853	40328	168953
3854	40338	168941
3855	40349	168930
3856	40359	168920
3857	40370	168909
3858	40379	168896
3859	40389	168883
3860	40402	168881
3861	40413	168875
3862	40425	168870
3863	40436	168863
3864	40447	168853
3865	40457	168843
3866	40467	168829
3867	40477	168818
3868	40488	168807
3869	40497	168792
3870	40507	168779
3871	40517	168765
3872	40526	168751
3873	40536	168740
3874	40547	168729
3875	40557	168717
3876	40569	168713
3877	40580	168704
3878	40590	168691
3879	40600	168681
3880	40611	168670
3881	40622	168662
3882	40633	168654
3883	40643	168645
3884	40652	168628
3885	40663	168616
3886	40673	168606
3887	40683	168593
3888	40692	168578
3889	40703	168568
3890	40713	168558
3891	40724	168548
3892	40734	168536
3893	40744	168525
3894	40755	168516
3895	40766	168507
3896	40776	168494
3897	40787	168485
3898	40798	168477
3899	40809	168468
3900	40819	168456
3901	40829	168447
3902	40840	168436
3903	40850	168424
3904	40860	168413
3905	40871	168402
3906	40880	168387
3907	40891	168377
3908	40900	168363
3909	40911	168354
3910	40922	168345
3911	40932	168334
3912	40942	168322
3913	40953	168313
3914	40963	168301
3915	40973	168289
3916	40983	168278
3917	40994	168268
3918	41004	168256
3919	41014	168243
3920	41025	168233
3921	41035	168224
3922	41046	168214
3923	41057	168206
3924	41068	168196
3925	41079	168188
3926	41089	168176
3927	41099	168164
3928	41111	168159
3929	41122	168153
3930	41132	168141
3931	41143	168131
3932	41153	168119
3933	41163	168108
3934	41174	168097
3935	41184	168086
3936	41195	168079
3937	41207	168073
3938	41217	168059
3939	41228	168051
3940	41238	168038
3941	41248	168026
3942	41258	168014
3943	41267	168001
3944	41277	167987
3945	41288	167980
3946	41298	167964
3947	41307	167951
3948	41317	167937
3949	41327	167925
3950	41336	167910
3951	41346	167897
3952	41357	167887
3953	41367	167876
3954	41377	167864
3955	41388	167854
3956	41399	167846
3957	41409	167834
3958	41419	167823
3959	41431	167818
3960	41442	167810
3961	41452	167798
3962	41462	167786
3963	41472	167771
3964	41481	167756
3965	41490	167742
3966	41500	167729
3967	41510	167716
3968	41520	167703
3969	41530	167691
3970	41540	167678
3971	41550	167664
3972	41561	167657
3973	41570	167641
3974	41579	167627
3975	41589	167613
3976	41599	167598
3977	41610	167591
3978	41621	167583
3979	41632	167574
3980	41642	167563
3981	41652	167552
3982	41662	167540
3983	41672	167527
3984	41682	167514
3985	41692	167502
3986	41701	167487
3987	41711	167474
3988	41722	167464
3989	41731	167448
3990	41742	167439
3991	41751	167423
3992	41760	167408
3993	41772	167402
3994	41782	167392
3995	41793	167382
3996	41803	167371
3997	41813	167357
3998	41823	167345
3999	41832	167331
4000	41842	167319
4001	41853	167308
4002	41862	167294
4003	41872	167282
4004	41883	167270
4005	41894	167263
4006	41904	167253
4007	41914	167241
4008	41925	167229
4009	41935	167218
4010	41946	167209
4011	41956	167196
4012	41965	167183
4013	41976	167174
4014	41987	167166
4015	41997	167154
4016	42007	167139
4017	42016	167125
4018	42026	167111
4019	42036	167099
4020	42046	167087
4021	42056	167077
4022	42066	167064
4023	42076	167053
4024	42087	167043
4025	42097	167032
4026	42108	167020
4027	42119	167013
4028	42129	167000
4029	42139	166990
4030	42150	166980
4031	42160	166970
4032	42170	166956
4033	42179	166941
4034	42189	166928
4035	42199	166915
4036	42209	166901
4037	42219	166892
4038	42230	166882
4039	42241	166874
4040	42252	166865
4041	42261	166850
4042	42273	166845
4043	42283	166831
4044	42292	166819
4045	42303	166807
4046	42312	166793
4047	42322	166781
4048	42332	166768
4049	42342	166758
4050	42353	166749
4051	42364	166740
4052	42374	166728
4053	42384	166716
4054	42394	166704
4055	42405	166695
4056	42416	166687
4057	42426	166674
4058	42436	166663
4059	42446	166651
4060	42456	166638
4061	42467	166628
4062	42477	166615
4063	42488	166608
4064	42498	166597
4065	42509	166586
4066	42520	166580
4067	42530	166567
4068	42540	166554
4069	42550	166542
4070	42560	166530
4071	42570	166519
4072	42581	166510
4073	42590	166495
4074	42601	166485
4075	42611	166472
4076	42621	166459
4077	42630	166445
4078	42640	166431
4079	42649	166418
4080	42659	166403
4081	42668	166389
4082	42679	166379
4083	42688	166365
4084	42698	166352
4085	42708	166341
4086	42720	166333
4087	42729	166320
4088	42740	166308
4089	42750	166297
4090	42760	166286
4091	42770	166275
4092	42780	166262
4093	42791	166253
4094	42802	166243
4095	42812	166232
4096	42823	166223
4097	42833	166213
4098	42844	166205
4099	42855	166196
4100	42866	166187
4101	42876	166176
4102	42887	166166
4103	42897	166155
4104	42908	166146
4105	42919	166137
4106	42930	166128
4107	42940	166117
4108	42950	166104
4109	42960	166093
4110	42970	166081
4111	42981	166071
4112	42991	166060
4113	43002	166050
4114	43013	166042
4115	43022	166027
4116	43032	166015
4117	43042	166001
4118	43053	165995
4119	43063	165982
4120	43074	165973
4121	43084	165963
4122	43095	165952
4123	43104	165938
4124	43114	165925
4125	43124	165914
4126	43134	165900
4127	43144	165888
4128	43154	165878
4129	43164	165864
4130	43175	165855
4131	43185	165845
4132	43196	165834
4133	43206	165823
4134	43217	165816
4135	43228	165805
4136	43238	165794
4137	43248	165784
4138	43259	165772
4139	43269	165760
4140	43279	165748
4141	43288	165735
4142	43298	165720
4143	43308	165710
4144	43319	165700
4145	43329	165687
4146	43341	165683
4147	43352	165675
4148	43363	165666
4149	43374	165658
4150	43383	165644
4151	43396	165641
4152	43407	165633
4153	43417	165623
4154	43428	165614
4155	43438	165603
4156	43449	165593
4157	43460	165583
4158	43470	165572
4159	43481	165562
4160	43491	165551
4161	43502	165542
4162	43513	165534
4163	43523	165524
4164	43533	165512
4165	43543	165500
4166	43555	165492
4167	43565	165482
4168	43576	165475
4169	43587	165464
4170	43598	165455
4171	43608	165443
4172	43618	165431
4173	43628	165421
4174	43639	165413
4175	43650	165402
4176	43660	165391
4177	43671	165382
4178	43681	165369
4179	43691	165357
4180	43702	165351
4181	43714	165343
4182	43724	165333
4183	43734	165322
4184	43744	165310
4185	43755	165299
4186	43766	165290
4187	43776	165278
4188	43785	165264
4189	43795	165252
4190	43805	165241
4191	43815	165227
4192	43825	165216
4193	43836	165207
4194	43845	165193
4195	43855	165178
4196	43865	165166
4197	43875	165155
4198	43884	165139
4199	43895	165128
4200	43904	165115
4201	43914	165102
4202	43925	165093
4203	43935	165083
4204	43946	165072
4205	43955	165059
4206	43965	165045
4207	43975	165032
4208	43984	165019
4209	43995	165009
4210	44006	165000
4211	44016	164987
4212	44027	164979
4213	44036	164965
4214	44047	164956
4215	44057	164945
4216	44068	164934
4217	44078	164922
4218	44087	164906
4219	44097	164895
4220	44107	164883
4221	44117	164871
4222	44127	164860
4223	44138	164850
4224	44148	164837
4225	44157	164824
4226	44168	164815
4227	44178	164801
4228	44188	164789
4229	44199	164780
4230	44210	164771
4231	44219	164758
4232	44230	164747
4233	44240	164737
4234	44251	164729
4235	44261	164715
4236	44271	164704
4237	44282	164695
4238	44293	164685
4239	44302	164672
4240	44312	164660
4241	44323	164650
4242	44334	164642
4243	44345	164633
4244	44355	164622
4245	44366	164614
4246	44378	164610
4247	44391	164608
4248	44401	164595
4249	44411	164583
4250	44421	164572
4251	44432	164562
4252	44441	164548
4253	44452	164537
4254	44462	164525
4255	44472	164514
4256	44481	164499
4257	44493	164492
4258	44503	164483
4259	44513	164470
4260	44523	164459
4261	44535	164451
4262	44545	164439
4263	44555	164428
4264	44565	164415
4265	44574	164401
4266	44584	164390
4267	44594	164375
4268	44604	164363
4269	44614	164353
4270	44624	164340
4271	44635	164330
4272	44645	164319
4273	44655	164306
4274	44665	164296
4275	44675	164285
4276	44686	164276
4277	44696	164263
4278	44707	164253
4279	44717	164243
4280	44727	164231
4281	44738	164221
4282	44748	164210
4283	44758	164197
4284	44768	164187
4285	44778	164175
4286	44788	164163
4287	44798	164150
4288	44808	164136
4289	44818	164125
4290	44829	164117
4291	44839	164106
4292	44850	164095
4293	44860	164085
4294	44872	164078
4295	44882	164067
4296	44893	164058
4297	44904	164051
4298	44914	164037
4299	44924	164026
4300	44934	164014
4301	44944	164003
4302	44953	163987
4303	44963	163973
4304	44972	163959
4305	44982	163946
4306	44993	163937
4307	45003	163926
4308	45014	163917
4309	45024	163905
4310	45035	163897
4311	45046	163890
4312	45056	163875
4313	45067	163868
4314	45078	163858
4315	45088	163846
4316	45097	163833
4317	45109	163826
4318	45119	163813
4319	45129	163801
4320	45140	163795
4321	45152	163789
4322	45162	163776
4323	45172	163765
4324	45182	163753
4325	45192	163742
4326	45204	163738
4327	45215	163729
4328	45227	163722
4329	45238	163716
4330	45262	163753
4331	45273	163745
4332	45283	163734
4333	45294	163723
4334	45304	163712
4335	45314	163699
4336	45325	163692
4337	45335	163680
4338	45345	163667
4339	45356	163660
4340	45367	163650
4341	45378	163641
4342	45388	163632
4343	45399	163621
4344	45409	163609
4345	45419	163599
4346	45430	163590
4347	45442	163583
4348	45452	163571
4349	45461	163558
4350	45472	163549
4351	45484	163544
4352	45495	163534
4353	45505	163522
4354	45516	163513
4355	45526	163503
4356	45537	163495
4357	45548	163485
4358	45559	163476
4359	45570	163467
4360	45580	163457
4361	45592	163451
4362	45603	163443
4363	45613	163431
4364	45624	163421
4365	45633	163408
4366	45643	163394
4367	45655	163389
4368	45665	163379
4369	45676	163368
4370	45691	163376
4371	45700	163361
4372	45710	163349
4373	45721	163338
4374	45733	163334
4375	45744	163325
4376	45754	163311
4377	45765	163305
4378	45775	163294
4379	45785	163280
4380	45796	163270
4381	45805	163256
4382	45816	163247
4383	45825	163233
4384	45835	163221
4385	45846	163212
4386	45862	163219
4387	45872	163209
4388	45884	163202
4389	45895	163197
4390	45905	163184
4391	45915	163172
4392	45925	163161
4393	45936	163149
4394	45950	163152
4395	45961	163143
4396	45972	163136
4397	45998	163181
4398	46013	163184
4399	46034	163214
4400	46051	163224
4401	46063	163220
4402	46076	163220
4403	46107	163282
4404	46120	163281
4405	46137	163291
4406	46160	163327
4407	46173	163324
4408	46187	163326
4409	46202	163331
4410	46214	163327
4411	46226	163323
4412	46237	163313
4413	46250	163313
4414	46261	163302
4415	46272	163294
4416	46284	163290
4417	46295	163281
4418	46308	163279
4419	46324	163290
4420	46336	163282
4421	46349	163280
4422	46362	163279
4423	46375	163279
4424	46389	163280
4425	46401	163274
4426	46410	163261
4427	46422	163253
4428	46432	163243
4429	46442	163230
4430	46455	163227
4431	46466	163220
4432	46478	163215
4433	46488	163203
4434	46499	163192
4435	46509	163182
4436	46521	163176
4437	46532	163167
4438	46543	163158
4439	46553	163146
4440	46563	163134
4441	46573	163122
4442	46584	163112
4443	46594	163102
4444	46605	163093
4445	46616	163085
4446	46627	163074
4447	46637	163063
4448	46648	163055
4449	46659	163045
4450	46670	163035
4451	46680	163025
4452	46690	163013
4453	46701	163005
4454	46712	162996
4455	46723	162987
4456	46733	162973
4457	46745	162968
4458	46755	162959
4459	46766	162949
4460	46778	162942
4461	46788	162932
4462	46799	162921
4463	46810	162913
4464	46820	162900
4465	46830	162887
4466	46840	162878
4467	46852	162871
4468	46864	162867
4469	46875	162857
4470	46885	162847
4471	46896	162836
4472	46907	162827
4473	46918	162818
4474	46927	162805
4475	46939	162797
4476	46949	162786
4477	46959	162774
4478	46971	162768
4479	46981	162756
4480	46991	162743
4481	47002	162736
4482	47013	162726
4483	47023	162715
4484	47034	162706
4485	47046	162700
4486	47057	162692
4487	47067	162681
4488	47078	162671
4489	47088	162659
4490	47098	162648
4491	47108	162637
4492	47118	162624
4493	47128	162610
4494	47139	162601
4495	47148	162587
4496	47158	162575
4497	47168	162563
4498	47179	162554
4499	47189	162542
4500	47199	162530
4501	47210	162519
4502	47220	162508
4503	47230	162494
4504	47240	162484
4505	47250	162471
4506	47260	162459
4507	47270	162447
4508	47281	162437
4509	47291	162425
4510	47305	162429
