iter	Passed	Remaining
8810	93550	118798
8811	93560	118787
8812	93570	118776
8813	93580	118765
8814	93590	118753
8815	93600	118741
8816	93611	118732
8817	93621	118720
8818	93635	118714
8819	93645	118703
8820	93656	118692
8821	93669	118684
8822	93680	118675
8823	93692	118665
8824	93701	118653
8825	93711	118641
8826	93722	118631
8827	93731	118619
8828	93740	118606
8829	93746	118590
8830	93756	118578
8831	93767	118568
8832	93780	118560
8833	93791	118550
8834	93801	118539
8835	93810	118526
8836	93822	118517
8837	93835	118509
8838	93846	118499
8839	93856	118488
8840	93867	118478
8841	93878	118467
8842	93888	118456
8843	93899	118446
8844	93908	118434
8845	93917	118421
8846	93928	118410
8847	93938	118399
8848	93947	118387
8849	93957	118375
8850	93966	118363
8851	93976	118351
8852	93986	118339
8853	93996	118328
8854	94006	118317
8855	94014	118304
8856	94025	118293
8857	94035	118281
8858	94045	118270
8859	94054	118258
8860	94064	118247
8861	94074	118235
8862	94084	118223
8863	94093	118211
8864	94103	118200
8865	94114	118189
8866	94123	118177
8867	94133	118165
8868	94142	118153
8869	94152	118142
8870	94163	118131
8871	94173	118120
8872	94184	118110
8873	94193	118097
8874	94203	118086
8875	94213	118074
8876	94223	118063
8877	94232	118050
8878	94242	118039
8879	94252	118028
8880	94262	118016
8881	94273	118006
8882	94283	117994
8883	94292	117982
8884	94301	117969
8885	94311	117958
8886	94321	117947
8887	94331	117936
8888	94342	117925
8889	94353	117915
8890	94362	117903
8891	94372	117891
8892	94383	117881
8893	94393	117870
8894	94403	117857
8895	94413	117846
8896	94423	117835
8897	94433	117824
8898	94443	117812
8899	94453	117801
8900	94463	117790
8901	94473	117778
8902	94482	117765
8903	94494	117757
8904	94506	117748
8905	94519	117740
8906	94529	117729
8907	94540	117719
8908	94551	117709
8909	94561	117697
8910	94571	117685
8911	94581	117674
8912	94591	117663
8913	94601	117652
8914	94611	117640
8915	94620	117628
8916	94633	117620
8917	94644	117609
8918	94654	117599
8919	94664	117588
8920	94675	117577
8921	94685	117566
8922	94695	117554
8923	94704	117542
8924	94713	117530
8925	94723	117518
8926	94733	117507
8927	94743	117495
8928	94752	117483
8929	94763	117472
8930	94772	117460
8931	94781	117448
8932	94792	117436
8933	94801	117424
8934	94812	117414
8935	94821	117402
8936	94831	117390
8937	94842	117380
8938	94852	117369
8939	94862	117357
8940	94871	117345
8941	94881	117334
8942	94891	117322
8943	94901	117310
8944	94911	117299
8945	94920	117287
8946	94931	117277
8947	94941	117266
8948	94952	117255
8949	94963	117245
8950	94974	117235
8951	94984	117223
8952	94995	117213
8953	95005	117202
8954	95015	117191
8955	95026	117180
8956	95035	117168
8957	95044	117156
8958	95054	117144
8959	95064	117132
8960	95074	117121
8961	95084	117109
8962	95094	117099
8963	95104	117088
8964	95114	117076
8965	95125	117065
8966	95135	117054
8967	95146	117044
8968	95156	117033
8969	95166	117022
8970	95176	117010
8971	95186	116999
8972	95196	116987
8973	95206	116976
8974	95216	116965
8975	95227	116954
8976	95236	116942
8977	95246	116930
8978	95257	116921
8979	95267	116909
8980	95279	116900
8981	95289	116889
8982	95300	116879
8983	95311	116868
8984	95322	116859
8985	95333	116849
8986	95343	116837
8987	95354	116827
8988	95365	116817
8989	95374	116804
8990	95384	116793
8991	95394	116781
8992	95404	116770
8993	95414	116759
8994	95425	116749
8995	95435	116737
8996	95445	116725
8997	95454	116714
8998	95467	116705
8999	95478	116695
9000	95489	116685
9001	95499	116675
9002	95510	116663
9003	95519	116651
9004	95528	116639
9005	95538	116627
9006	95548	116616
9007	95558	116604
9008	95567	116593
9009	95577	116581
9010	95587	116569
9011	95596	116556
9012	95605	116545
9013	95616	116534
9014	95624	116520
9015	95635	116510
9016	95646	116500
9017	95657	116490
9018	95667	116478
9019	95676	116466
9020	95686	116455
9021	95696	116443
9022	95706	116432
9023	95716	116421
9024	95727	116410
9025	95737	116400
9026	95748	116389
9027	95758	116377
9028	95768	116366
9029	95777	116354
9030	95788	116343
9031	95800	116334
9032	95810	116324
9033	95822	116315
9034	95831	116302
9035	95841	116291
9036	95851	116280
9037	95862	116269
9038	95871	116257
9039	95881	116245
9040	95891	116234
9041	95901	116222
9042	95911	116212
9043	95921	116200
9044	95930	116188
9045	95942	116178
9046	95952	116168
9047	95964	116158
9048	95974	116147
9049	95985	116136
9050	95995	116126
9051	96006	116115
9052	96016	116104
9053	96025	116091
9054	96036	116081
9055	96046	116070
9056	96056	116059
9057	96066	116047
9058	96077	116037
9059	96087	116025
9060	96098	116016
9061	96109	116005
9062	96120	115995
9063	96130	115984
9064	96140	115973
9065	96151	115962
9066	96160	115950
9067	96170	115939
9068	96180	115928
9069	96190	115916
9070	96201	115905
9071	96211	115894
9072	96221	115883
9073	96231	115872
9074	96243	115862
9075	96252	115851
9076	96262	115839
9077	96272	115828
9078	96283	115818
9079	96293	115806
9080	96304	115796
9081	96313	115784
9082	96324	115773
9083	96333	115761
9084	96344	115750
9085	96353	115738
9086	96363	115726
9087	96372	115714
9088	96381	115702
9089	96391	115691
9090	96403	115681
9091	96412	115669
9092	96422	115658
9093	96433	115647
9094	96443	115636
9095	96453	115625
9096	96464	115615
9097	96474	115603
9098	96484	115593
9099	96494	115581
9100	96503	115568
9101	96513	115557
9102	96523	115546
9103	96533	115534
9104	96541	115521
9105	96552	115510
9106	96561	115498
9107	96572	115488
9108	96582	115476
9109	96591	115464
9110	96601	115452
9111	96610	115441
9112	96622	115431
9113	96632	115420
9114	96642	115408
9115	96652	115397
9116	96662	115386
9117	96672	115374
9118	96681	115362
9119	96690	115349
9120	96699	115337
9121	96709	115326
9122	96719	115314
9123	96729	115304
9124	96740	115292
9125	96750	115281
9126	96759	115269
9127	96769	115258
9128	96780	115247
9129	96790	115236
9130	96800	115225
9131	96812	115216
9132	96820	115203
9133	96830	115192
9134	96840	115180
9135	96850	115169
9136	96860	115157
9137	96870	115145
9138	96879	115134
9139	96889	115122
9140	96901	115113
9141	96911	115101
9142	96919	115089
9143	96929	115077
9144	96940	115067
9145	96950	115055
9146	96960	115044
9147	96971	115034
9148	96981	115022
9149	96991	115011
9150	97001	115000
9151	97011	114988
9152	97020	114976
9153	97030	114965
9154	97041	114954
9155	97051	114943
9156	97062	114933
9157	97073	114923
9158	97085	114914
9159	97095	114903
9160	97105	114892
9161	97116	114882
9162	97127	114871
9163	97138	114862
9164	97148	114850
9165	97159	114839
9166	97168	114827
9167	97178	114816
9168	97188	114805
9169	97198	114794
9170	97208	114783
9171	97219	114773
9172	97231	114763
9173	97240	114751
9174	97250	114739
9175	97260	114727
9176	97269	114715
9177	97281	114707
9178	97293	114697
9179	97304	114688
9180	97315	114678
9181	97326	114667
9182	97336	114656
9183	97346	114645
9184	97356	114633
9185	97368	114624
9186	97378	114613
9187	97389	114602
9188	97399	114591
9189	97409	114580
9190	97419	114568
9191	97428	114556
9192	97439	114546
9193	97449	114535
9194	97459	114524
9195	97470	114513
9196	97479	114502
9197	97489	114490
9198	97498	114478
9199	97508	114466
9200	97518	114454
9201	97527	114442
9202	97537	114430
9203	97545	114418
9204	97556	114407
9205	97565	114395
9206	97575	114383
9207	97584	114371
9208	97594	114360
9209	97605	114349
9210	97614	114338
9211	97625	114327
9212	97636	114317
9213	97646	114305
9214	97656	114294
9215	97666	114283
9216	97676	114271
9217	97686	114260
9218	97695	114248
9219	97705	114237
9220	97715	114225
9221	97726	114215
9222	97735	114203
9223	97746	114192
9224	97756	114181
9225	97767	114171
9226	97778	114161
9227	97788	114150
9228	97800	114141
9229	97809	114129
9230	97820	114118
9231	97830	114106
9232	97840	114095
9233	97849	114084
9234	97860	114072
9235	97870	114061
9236	97881	114051
9237	97891	114040
9238	97900	114028
9239	97910	114017
9240	97921	114006
9241	97932	113996
9242	97941	113984
9243	97950	113971
9244	97960	113960
9245	97969	113948
9246	97980	113937
9247	97989	113926
9248	98000	113914
9249	98010	113904
9250	98020	113893
9251	98029	113879
9252	98040	113869
9253	98049	113858
9254	98060	113848
9255	98073	113839
9256	98081	113826
9257	98092	113815
9258	98102	113805
9259	98112	113793
9260	98124	113784
9261	98132	113771
9262	98141	113758
9263	98151	113747
9264	98161	113735
9265	98171	113724
9266	98180	113712
9267	98190	113700
9268	98199	113688
9269	98211	113679
9270	98221	113668
9271	98232	113658
9272	98242	113646
9273	98252	113635
9274	98263	113625
9275	98273	113614
9276	98283	113603
9277	98293	113592
9278	98303	113580
9279	98313	113568
9280	98322	113557
9281	98333	113546
9282	98343	113534
9283	98353	113523
9284	98364	113513
9285	98374	113503
9286	98384	113491
9287	98394	113480
9288	98405	113469
9289	98415	113458
9290	98426	113448
9291	98437	113438
9292	98446	113426
9293	98456	113414
9294	98466	113403
9295	98475	113390
9296	98485	113379
9297	98494	113367
9298	98504	113355
9299	98513	113343
9300	98524	113332
9301	98535	113322
9302	98544	113310
9303	98555	113300
9304	98565	113289
9305	98576	113279
9306	98585	113266
9307	98597	113257
9308	98608	113248
9309	98618	113236
9310	98628	113225
9311	98639	113214
9312	98648	113203
9313	98658	113191
9314	98668	113179
9315	98679	113169
9316	98689	113159
9317	98700	113148
9318	98710	113137
9319	98720	113126
9320	98729	113113
9321	98739	113102
9322	98750	113091
9323	98759	113080
9324	98771	113070
9325	98781	113059
9326	98791	113047
9327	98801	113037
9328	98812	113026
9329	98821	113014
9330	98830	113001
9331	98840	112990
9332	98849	112978
9333	98858	112965
9334	98867	112954
9335	98877	112941
9336	98887	112931
9337	98899	112922
9338	98911	112912
9339	98921	112902
9340	98933	112892
9341	98943	112882
9342	98953	112870
9343	98963	112859
9344	98973	112847
9345	98983	112836
9346	98993	112824
9347	99002	112813
9348	99012	112801
9349	99023	112791
9350	99032	112778
9351	99042	112767
9352	99051	112755
9353	99060	112743
9354	99074	112736
9355	99087	112728
9356	99099	112718
9357	99109	112708
9358	99120	112697
9359	99129	112685
9360	99138	112673
9361	99148	112661
9362	99157	112649
9363	99167	112638
9364	99177	112627
9365	99188	112617
9366	99199	112606
9367	99209	112595
9368	99219	112584
9369	99229	112572
9370	99240	112562
9371	99250	112551
9372	99261	112541
9373	99272	112531
9374	99281	112519
9375	99291	112508
9376	99301	112496
9377	99310	112484
9378	99320	112472
9379	99329	112460
9380	99338	112448
9381	99350	112439
9382	99361	112428
9383	99371	112418
9384	99381	112406
9385	99390	112394
9386	99399	112381
9387	99410	112371
9388	99421	112361
9389	99432	112351
9390	99442	112340
9391	99452	112328
9392	99461	112316
9393	99471	112305
9394	99481	112293
9395	99490	112281
9396	99499	112269
9397	99511	112259
9398	99521	112248
9399	99530	112237
9400	99540	112224
9401	99551	112215
9402	99562	112204
9403	99572	112193
9404	99582	112182
9405	99592	112171
9406	99604	112161
9407	99613	112150
9408	99623	112139
9409	99632	112126
9410	99642	112114
9411	99651	112103
9412	99662	112093
9413	99673	112082
9414	99683	112071
9415	99693	112060
9416	99704	112049
9417	99714	112038
9418	99724	112027
9419	99735	112016
9420	99744	112005
9421	99754	111994
9422	99764	111982
9423	99774	111970
9424	99784	111959
9425	99793	111947
9426	99802	111935
9427	99812	111924
9428	99822	111912
9429	99832	111901
9430	99843	111891
9431	99854	111881
9432	99865	111870
9433	99875	111859
9434	99886	111849
9435	99897	111839
9436	99907	111828
9437	99918	111818
9438	99929	111807
9439	99938	111795
9440	99948	111784
9441	99959	111774
9442	99970	111764
9443	99981	111753
9444	99991	111743
9445	100004	111735
9446	100016	111725
9447	100027	111715
9448	100037	111704
9449	100048	111694
9450	100062	111687
9451	100074	111678
9452	100088	111672
9453	100098	111660
9454	100108	111648
9455	100118	111637
9456	100127	111625
9457	100138	111615
9458	100149	111605
9459	100161	111596
9460	100174	111588
9461	100185	111578
9462	100194	111566
9463	100204	111555
9464	100215	111545
9465	100228	111536
9466	100239	111526
9467	100249	111515
9468	100257	111502
9469	100268	111492
9470	100278	111480
9471	100288	111469
9472	100297	111457
9473	100308	111446
9474	100317	111434
9475	100329	111425
9476	100339	111414
9477	100349	111403
9478	100361	111393
9479	100372	111383
9480	100382	111372
9481	100394	111363
9482	100406	111354
9483	100417	111344
9484	100428	111334
9485	100439	111323
9486	100450	111314
9487	100461	111304
9488	100472	111293
9489	100482	111282
9490	100494	111273
9491	100506	111264
9492	100516	111253
9493	100526	111242
9494	100535	111230
9495	100547	111220
9496	100558	111210
9497	100568	111199
9498	100578	111188
9499	100589	111177
9500	100599	111166
9501	100609	111155
9502	100620	111144
9503	100630	111134
9504	100640	111123
9505	100651	111112
9506	100661	111101
9507	100670	111089
9508	100680	111078
9509	100690	111066
9510	100700	111055
9511	100713	111047
9512	100723	111036
9513	100734	111025
9514	100744	111014
9515	100754	111003
9516	100763	110991
9517	100773	110980
9518	100782	110968
9519	100793	110957
9520	100802	110945
9521	100812	110933
9522	100823	110923
9523	100833	110912
9524	100842	110900
9525	100853	110890
9526	100864	110879
9527	100874	110869
9528	100885	110858
9529	100895	110847
9530	100905	110836
9531	100915	110824
9532	100924	110812
9533	100935	110801
9534	100943	110788
9535	100952	110776
9536	100961	110764
9537	100971	110752
9538	100982	110742
9539	100992	110732
9540	101003	110721
9541	101014	110711
9542	101024	110700
9543	101035	110690
9544	101046	110680
9545	101057	110670
9546	101067	110658
9547	101077	110647
9548	101086	110635
9549	101096	110624
9550	101106	110613
9551	101116	110601
9552	101126	110589
9553	101135	110578
9554	101146	110567
9555	101156	110556
9556	101167	110546
9557	101176	110534
9558	101187	110523
9559	101196	110512
9560	101206	110500
9561	101216	110489
9562	101227	110478
9563	101237	110467
9564	101247	110456
9565	101257	110445
9566	101267	110433
9567	101276	110421
9568	101286	110410
9569	101296	110399
9570	101307	110388
9571	101317	110378
9572	101327	110367
9573	101339	110357
9574	101350	110347
9575	101361	110337
9576	101371	110325
9577	101381	110315
9578	101392	110304
9579	101402	110293
9580	101412	110282
9581	101422	110271
9582	101432	110260
9583	101442	110248
9584	101452	110237
9585	101461	110225
9586	101472	110215
9587	101483	110204
9588	101493	110193
9589	101502	110181
9590	101513	110171
9591	101525	110161
9592	101535	110151
9593	101546	110141
9594	101556	110129
9595	101565	110117
9596	101574	110105
9597	101585	110095
9598	101594	110083
9599	101604	110071
9600	101612	110058
9601	101621	110045
9602	101630	110033
9603	101641	110023
9604	101650	110011
9605	101660	110000
9606	101670	109988
9607	101681	109978
9608	101691	109967
9609	101701	109956
9610	101712	109945
9611	101721	109934
9612	101731	109922
9613	101741	109911
9614	101751	109900
9615	101761	109889
9616	101772	109878
9617	101782	109867
9618	101792	109855
9619	101802	109845
9620	101812	109834
9621	101822	109822
9622	101833	109812
9623	101844	109802
9624	101854	109791
9625	101866	109781
9626	101876	109771
9627	101887	109760
9628	101898	109750
9629	101908	109739
9630	101918	109728
9631	101929	109717
9632	101939	109706
9633	101949	109695
9634	101958	109683
9635	101969	109673
9636	101980	109662
9637	101990	109651
9638	102000	109640
9639	102010	109630
9640	102020	109618
9641	102031	109607
9642	102042	109597
9643	102051	109585
9644	102060	109573
9645	102070	109562
9646	102080	109551
9647	102090	109539
9648	102100	109528
9649	102109	109516
9650	102119	109504
9651	102129	109493
9652	102139	109483
9653	102150	109472
9654	102161	109462
9655	102171	109451
9656	102183	109441
9657	102193	109430
9658	102204	109420
9659	102214	109409
9660	102223	109397
9661	102234	109386
9662	102244	109375
9663	102253	109364
9664	102263	109352
9665	102273	109341
9666	102283	109330
9667	102294	109319
9668	102303	109308
9669	102313	109296
9670	102323	109284
9671	102333	109273
9672	102346	109265
9673	102354	109253
9674	102366	109243
9675	102376	109232
9676	102386	109221
9677	102395	109209
9678	102405	109198
9679	102415	109186
9680	102424	109174
9681	102434	109163
9682	102445	109152
9683	102454	109141
9684	102466	109132
9685	102476	109121
9686	102486	109109
9687	102496	109098
9688	102507	109087
9689	102518	109077
9690	102528	109066
9691	102539	109056
9692	102550	109046
9693	102561	109036
9694	102571	109025
9695	102582	109015
9696	102593	109005
9697	102604	108994
9698	102614	108983
9699	102628	108976
9700	102639	108966
9701	102649	108955
9702	102659	108944
9703	102670	108934
9704	102682	108924
9705	102693	108914
9706	102705	108905
9707	102716	108895
9708	102725	108883
9709	102735	108872
9710	102745	108860
9711	102755	108849
9712	102764	108837
9713	102775	108826
9714	102785	108816
9715	102797	108806
9716	102807	108796
9717	102818	108785
9718	102829	108775
9719	102839	108764
9720	102849	108753
9721	102860	108743
9722	102870	108732
9723	102881	108722
9724	102892	108711
9725	102902	108700
9726	102911	108688
9727	102921	108677
9728	102932	108666
9729	102942	108655
9730	102952	108644
9731	102963	108634
9732	102973	108623
9733	102984	108612
9734	102994	108601
9735	103004	108590
9736	103014	108579
9737	103023	108567
9738	103033	108555
9739	103043	108544
9740	103053	108534
9741	103064	108523
9742	103074	108512
9743	103085	108501
9744	103095	108491
9745	103106	108480
9746	103116	108469
9747	103127	108459
9748	103138	108449
9749	103148	108438
9750	103159	108427
9751	103171	108418
9752	103182	108409
9753	103193	108398
9754	103204	108388
9755	103216	108379
9756	103226	108368
9757	103236	108356
9758	103246	108345
9759	103256	108334
9760	103266	108323
9761	103275	108311
9762	103286	108301
9763	103296	108289
9764	103305	108277
9765	103315	108266
9766	103326	108256
9767	103336	108245
9768	103347	108234
9769	103358	108224
9770	103368	108213
9771	103378	108202
9772	103388	108191
9773	103398	108180
9774	103408	108168
9775	103418	108157
9776	103428	108146
9777	103439	108136
9778	103451	108126
9779	103460	108115
9780	103471	108104
9781	103480	108093
9782	103490	108081
9783	103501	108071
9784	103511	108060
9785	103521	108049
9786	103531	108038
9787	103541	108026
9788	103551	108015
9789	103561	108004
9790	103570	107992
9791	103580	107980
9792	103590	107969
9793	103600	107958
9794	103610	107947
9795	103621	107936
9796	103631	107926
9797	103642	107915
9798	103653	107905
9799	103665	107896
9800	103678	107888
9801	103688	107877
9802	103699	107867
9803	103711	107858
9804	103723	107849
9805	103733	107838
9806	103743	107826
9807	103752	107814
9808	103762	107802
9809	103772	107791
9810	103784	107783
9811	103793	107771
9812	103804	107760
9813	103814	107749
9814	103824	107738
9815	103835	107727
9816	103844	107716
9817	103854	107705
9818	103865	107694
9819	103874	107682
9820	103884	107670
9821	103894	107660
9822	103903	107648
9823	103913	107637
9824	103924	107626
9825	103935	107616
9826	103947	107607
9827	103957	107596
9828	103968	107585
9829	103978	107574
9830	103988	107563
9831	103999	107553
9832	104010	107543
9833	104022	107534
9834	104033	107524
9835	104043	107512
9836	104052	107501
9837	104062	107489
9838	104072	107478
9839	104081	107466
9840	104092	107456
9841	104104	107446
9842	104114	107435
9843	104123	107423
9844	104133	107412
9845	104143	107401
9846	104152	107389
9847	104162	107378
9848	104173	107367
9849	104183	107357
9850	104194	107346
9851	104204	107335
9852	104215	107324
9853	104225	107313
9854	104235	107302
9855	104245	107291
9856	104255	107280
9857	104266	107270
9858	104275	107258
9859	104286	107247
9860	104297	107237
9861	104307	107226
9862	104317	107215
9863	104327	107204
9864	104338	107194
9865	104348	107182
9866	104359	107172
9867	104369	107161
9868	104379	107150
9869	104389	107139
9870	104399	107128
9871	104409	107117
9872	104420	107106
9873	104430	107095
9874	104442	107086
9875	104453	107076
9876	104463	107065
9877	104474	107054
9878	104484	107043
9879	104494	107033
9880	104505	107022
9881	104516	107012
9882	104526	107001
9883	104537	106990
9884	104546	106979
9885	104556	106968
9886	104566	106956
9887	104576	106945
9888	104585	106933
9889	104596	106923
9890	104606	106912
9891	104616	106901
9892	104629	106892
9893	104640	106882
9894	104649	106870
9895	104659	106859
9896	104669	106848
9897	104679	106837
9898	104692	106829
9899	104703	106818
9900	104713	106807
9901	104721	106794
9902	104731	106783
9903	104740	106771
9904	104750	106760
9905	104762	106750
9906	104771	106739
9907	104781	106727
9908	104792	106716
9909	104802	106706
9910	104813	106695
9911	104823	106684
9912	104832	106672
9913	104843	106662
9914	104853	106651
9915	104862	106639
9916	104872	106627
9917	104881	106615
9918	104890	106603
9919	104900	106592
9920	104909	106580
9921	104919	106569
9922	104930	106558
9923	104940	106548
9924	104950	106536
9925	104960	106525
9926	104971	106515
9927	104981	106503
9928	104992	106494
9929	105004	106484
9930	105014	106473
9931	105023	106462
9932	105033	106450
9933	105044	106439
9934	105054	106428
9935	105063	106417
9936	105073	106405
9937	105083	106394
9938	105094	106384
9939	105105	106374
9940	105116	106364
9941	105126	106353
9942	105137	106342
9943	105149	106333
9944	105160	106323
9945	105171	106313
9946	105181	106302
9947	105192	106291
9948	105202	106280
9949	105212	106269
9950	105222	106258
9951	105232	106247
9952	105242	106236
9953	105251	106224
9954	105262	106214
9955	105272	106202
9956	105282	106191
9957	105292	106180
9958	105303	106170
9959	105314	106160
9960	105324	106149
9961	105334	106138
9962	105344	106126
9963	105354	106115
9964	105364	106104
9965	105374	106093
9966	105384	106082
9967	105394	106070
9968	105403	106059
9969	105414	106048
9970	105425	106039
9971	105436	106028
9972	105446	106017
9973	105456	106006
9974	105467	105996
9975	105480	105987
9976	105492	105978
9977	105503	105968
9978	105512	105956
9979	105522	105945
9980	105532	105934
9981	105543	105924
9982	105553	105913
9983	105564	105902
9984	105573	105891
9985	105584	105880
9986	105595	105869
9987	105605	105859
9988	105615	105847
9989	105625	105836
9990	105637	105827
9991	105648	105817
9992	105659	105807
9993	105670	105796
9994	105678	105784
9995	105688	105772
9996	105698	105761
9997	105707	105750
9998	105718	105739
9999	105728	105728
10000	105738	105717
10001	105749	105707
10002	105759	105696
10003	105770	105685
10004	105780	105674
10005	105790	105663
10006	105801	105653
10007	105812	105643
10008	105824	105633
10009	105834	105623
10010	105844	105611
10011	105854	105600
10012	105864	105589
10013	105873	105577
10014	105884	105567
10015	105895	105556
10016	105904	105545
10017	105916	105536
10018	105928	105526
10019	105938	105516
10020	105949	105505
10021	105959	105494
10022	105970	105484
10023	105982	105474
10024	105992	105463
10025	106003	105453
10026	106013	105442
10027	106023	105431
10028	106034	105421
10029	106044	105410
10030	106054	105399
10031	106064	105388
10032	106075	105377
10033	106087	105368
10034	106098	105358
10035	106108	105347
10036	106118	105336
10037	106129	105325
10038	106139	105314
10039	106150	105304
10040	106161	105294
10041	106172	105284
10042	106182	105273
10043	106192	105261
10044	106202	105250
10045	106212	105239
10046	106221	105227
10047	106231	105216
10048	106241	105205
10049	106252	105195
10050	106264	105186
10051	106274	105175
10052	106285	105164
10053	106296	105154
10054	106306	105143
10055	106316	105131
10056	106327	105121
10057	106337	105111
10058	106347	105099
10059	106356	105088
10060	106366	105076
10061	106376	105065
10062	106385	105053
10063	106396	105042
10064	106406	105031
10065	106417	105022
10066	106426	105010
10067	106436	104999
10068	106446	104987
10069	106456	104976
10070	106468	104966
10071	106479	104957
10072	106489	104945
10073	106499	104935
10074	106509	104924
10075	106520	104913
10076	106530	104902
10077	106539	104890
10078	106550	104879
10079	106560	104869
10080	106572	104859
10081	106584	104850
10082	106594	104839
10083	106604	104828
10084	106613	104816
10085	106624	104805
10086	106634	104794
10087	106644	104784
10088	106656	104774
10089	106666	104763
10090	106675	104751
10091	106685	104740
10092	106695	104728
10093	106705	104717
10094	106714	104706
10095	106724	104694
10096	106734	104683
10097	106746	104674
10098	106756	104663
10099	106764	104650
10100	106774	104639
10101	106785	104628
10102	106794	104617
10103	106805	104607
10104	106816	104596
10105	106826	104585
10106	106836	104574
10107	106845	104562
10108	106855	104551
10109	106864	104539
10110	106873	104527
10111	106884	104516
10112	106894	104505
10113	106904	104494
10114	106914	104483
10115	106924	104472
10116	106933	104460
10117	106943	104449
10118	106953	104437
10119	106965	104428
10120	106975	104417
10121	106985	104406
10122	106995	104394
10123	107004	104383
10124	107014	104372
10125	107024	104360
10126	107034	104349
10127	107044	104338
10128	107054	104327
10129	107064	104316
10130	107076	104307
10131	107085	104295
10132	107095	104284
10133	107106	104273
10134	107115	104261
10135	107125	104250
10136	107134	104239
10137	107145	104228
10138	107156	104218
10139	107166	104207
10140	107176	104196
10141	107186	104185
10142	107196	104173
10143	107205	104161
10144	107215	104150
10145	107225	104139
10146	107242	104135
10147	107255	104127
10148	107265	104116
10149	107276	104105
10150	107287	104095
10151	107301	104087
10152	107314	104079
10153	107324	104069
10154	107335	104059
10155	107346	104048
10156	107358	104039
10157	107369	104029
10158	107379	104018
10159	107388	104006
10160	107399	103996
10161	107409	103985
10162	107419	103974
10163	107429	103963
10164	107440	103952
10165	107451	103942
10166	107462	103932
10167	107472	103921
10168	107483	103910
10169	107493	103899
10170	107503	103888
10171	107513	103877
10172	107523	103866
10173	107533	103855
10174	107542	103843
10175	107552	103832
10176	107562	103821
10177	107573	103810
10178	107582	103799
10179	107593	103788
10180	107603	103777
10181	107614	103766
10182	107625	103756
10183	107636	103746
10184	107646	103735
10185	107658	103726
10186	107667	103714
10187	107677	103703
10188	107687	103692
10189	107698	103681
10190	107708	103670
10191	107719	103660
10192	107730	103650
10193	107740	103639
10194	107751	103629
10195	107760	103617
10196	107771	103606
10197	107781	103596
10198	107791	103585
10199	107801	103574
10200	107811	103563
10201	107822	103552
10202	107831	103540
10203	107841	103529
10204	107850	103517
10205	107860	103506
10206	107870	103495
10207	107880	103484
10208	107892	103474
10209	107902	103463
10210	107911	103452
10211	107922	103442
10212	107932	103430
10213	107943	103419
10214	107953	103409
10215	107963	103397
10216	107973	103386
10217	107983	103375
10218	107992	103363
10219	108001	103352
10220	108011	103340
10221	108020	103328
10222	108030	103317
10223	108039	103305
10224	108050	103294
10225	108060	103284
10226	108072	103274
10227	108082	103264
10228	108092	103252
10229	108103	103242
10230	108113	103231
10231	108123	103220
10232	108135	103210
10233	108145	103199
10234	108154	103188
10235	108165	103177
10236	108175	103166
10237	108185	103155
10238	108195	103144
10239	108205	103133
10240	108215	103121
10241	108226	103111
10242	108235	103100
10243	108245	103089
10244	108255	103078
10245	108267	103068
10246	108278	103058
10247	108288	103047
10248	108299	103036
10249	108308	103025
10250	108317	103013
10251	108326	103001
10252	108336	102989
10253	108346	102978
10254	108356	102967
10255	108365	102955
10256	108374	102943
10257	108385	102933
10258	108395	102922
10259	108406	102911
10260	108416	102901
10261	108428	102892
10262	108440	102882
10263	108450	102871
10264	108461	102861
10265	108472	102851
10266	108482	102840
10267	108492	102828
10268	108502	102818
10269	108513	102807
10270	108524	102798
10271	108535	102787
10272	108545	102776
10273	108556	102766
10274	108565	102754
10275	108575	102743
10276	108586	102732
10277	108595	102720
10278	108608	102712
10279	108622	102705
10280	108634	102696
10281	108646	102686
10282	108657	102676
10283	108667	102665
10284	108679	102656
10285	108690	102645
10286	108700	102635
10287	108712	102625
10288	108722	102615
10289	108733	102604
10290	108744	102594
10291	108754	102583
10292	108765	102573
10293	108777	102563
10294	108788	102553
10295	108798	102542
10296	108808	102531
10297	108818	102520
10298	108828	102509
10299	108838	102498
10300	108848	102487
10301	108857	102475
10302	108868	102464
10303	108879	102454
10304	108889	102444
10305	108900	102433
10306	108910	102422
10307	108920	102411
10308	108930	102400
10309	108941	102389
10310	108952	102379
10311	108963	102369
10312	108973	102358
10313	108983	102348
10314	108992	102336
10315	109002	102324
10316	109012	102313
10317	109022	102302
10318	109032	102291
10319	109043	102281
10320	109053	102270
10321	109063	102258
10322	109071	102246
10323	109082	102236
10324	109093	102226
10325	109104	102215
10326	109114	102204
10327	109138	102206
10328	109148	102194
10329	109157	102183
10330	109167	102172
10331	109177	102161
10332	109188	102150
10333	109198	102140
10334	109211	102131
10335	109221	102120
10336	109230	102108
10337	109241	102097
10338	109251	102086
10339	109260	102075
10340	109271	102064
10341	109280	102053
10342	109291	102042
10343	109302	102032
10344	109312	102021
10345	109321	102009
10346	109331	101998
10347	109342	101987
10348	109351	101976
10349	109361	101964
10350	109373	101955
10351	109383	101944
10352	109392	101932
10353	109401	101920
10354	109412	101910
10355	109422	101899
10356	109431	101887
10357	109441	101876
10358	109451	101865
10359	109461	101854
10360	109471	101843
10361	109481	101831
10362	109491	101820
10363	109501	101809
