iter	MAE
201	0.1134145972
202	0.113129464
203	0.1128808123
204	0.1127024877
205	0.1125466443
206	0.1124369859
207	0.1123332233
208	0.1119839566
209	0.1118988732
210	0.1114450189
211	0.1113007712
212	0.110926172
213	0.1107644057
214	0.1105617017
215	0.1102692756
216	0.1101544703
217	0.1099607951
218	0.1098889001
219	0.1096662706
220	0.109511309
221	0.1093680146
222	0.1090414455
223	0.1087405533
224	0.1086416643
225	0.1085255143
226	0.1084277005
227	0.1082930608
228	0.1081664341
229	0.1079966757
230	0.1079405631
231	0.1079011245
232	0.1077606862
233	0.1075007982
234	0.1072779973
235	0.1070423025
236	0.1064446459
237	0.1062052751
238	0.1059667868
239	0.1058131428
240	0.105412375
241	0.1051542717
242	0.1049578006
243	0.1043970392
244	0.1043602652
245	0.1042174108
246	0.1041114068
247	0.1039662338
248	0.1038145214
249	0.1035133176
250	0.1033204056
251	0.1031470785
252	0.1028623968
253	0.10271335
254	0.1024981543
255	0.1022965722
256	0.1020557784
257	0.1017403842
258	0.1015945637
259	0.1011030027
260	0.1010365625
261	0.100922638
262	0.1007380274
263	0.1005592243
264	0.1003622916
265	0.1001214618
266	0.09993465352
267	0.09977295451
268	0.0997181778
269	0.09952858481
270	0.09937273285
271	0.0992200969
272	0.09912998067
273	0.09893761801
274	0.09870358884
275	0.09865026929
276	0.09838133046
277	0.09823910108
278	0.09782883629
279	0.09770235586
280	0.09758274079
281	0.09751863712
282	0.09743670204
283	0.09730463669
284	0.09693131993
285	0.09665974116
286	0.09659900008
287	0.09640115045
288	0.09633182266
289	0.09626062241
290	0.09573328891
291	0.09549193175
292	0.09546998921
293	0.09534714116
294	0.09525397946
295	0.09520452356
296	0.09513522093
297	0.09507991589
298	0.09492844014
299	0.09488998703
300	0.09472963977
301	0.09468561112
302	0.09464658134
303	0.09449905592
304	0.09441216385
305	0.09437377636
306	0.09432904961
307	0.09428312533
308	0.09390994811
309	0.09389867118
310	0.09387132061
311	0.09366654182
312	0.09355921953
313	0.09350798542
314	0.09338812825
315	0.09323872879
316	0.09309169266
317	0.09303475536
318	0.09290228469
319	0.09277912143
320	0.09251033027
321	0.09235186638
322	0.09229651551
323	0.0921973913
324	0.09216256142
325	0.09214992871
326	0.09209547724
327	0.09194322441
328	0.09191899467
329	0.09186901004
330	0.09184929911
331	0.09158053836
332	0.09135422872
333	0.09131150744
334	0.09120340798
335	0.09116547463
336	0.09109836456
337	0.09108095458
338	0.09106120769
339	0.09102246901
340	0.09093338194
341	0.09087732868
342	0.09072509969
343	0.09062846501
344	0.09059436127
345	0.09048439329
346	0.09040442125
347	0.09030423426
348	0.09027444641
349	0.09019090983
350	0.09010359541
351	0.08981882609
352	0.08977322422
353	0.08958483213
354	0.08951032221
355	0.08941976661
356	0.08939713256
357	0.08908645514
358	0.08906487121
359	0.08887630311
360	0.08874545515
361	0.08870321907
362	0.08861782566
363	0.08847176928
364	0.0881799945
365	0.0881680061
366	0.08805278007
367	0.08802673132
368	0.0879242412
369	0.08777050163
370	0.0876400946
371	0.0874158941
372	0.08725654806
373	0.08720966409
374	0.08719552797
375	0.08714688189
376	0.08702911856
377	0.08694327179
378	0.08692258733
379	0.08688791973
380	0.0868536793
381	0.08674697416
382	0.08673380396
383	0.08648743187
384	0.0863970646
385	0.08628258024
386	0.08606292212
387	0.08593547398
388	0.08553720648
389	0.0854274943
390	0.08531872879
391	0.08512109003
392	0.08506825553
393	0.08495956144
394	0.08487770578
395	0.08479898901
396	0.08468239579
397	0.08453684712
398	0.08437695391
399	0.08421338531
400	0.08410779665
401	0.08405997302
402	0.08401039718
403	0.08392120733
404	0.0838910377
405	0.08382670858
406	0.08376741493
407	0.08373688204
408	0.08368955106
409	0.08349660368
410	0.08329432875
411	0.08307474102
412	0.08292130006
413	0.08287327521
414	0.08282721057
415	0.08276534846
416	0.08260178421
417	0.08254367112
418	0.08251668696
419	0.08240981566
420	0.0823247825
421	0.08226497193
422	0.08222527762
423	0.08221882615
424	0.0821996872
425	0.08200364335
426	0.08185333566
427	0.08181170281
428	0.08179047183
429	0.08176222373
430	0.08160278936
431	0.08156389611
432	0.08146590263
433	0.08136361635
434	0.08132317401
435	0.08123011517
436	0.08105954404
437	0.08105152762
438	0.08102141535
439	0.08095402129
440	0.08089329156
441	0.08081576314
442	0.08078768169
443	0.08072455784
444	0.08068713137
445	0.0805185254
446	0.08047044517
447	0.08046441255
448	0.08042634852
449	0.08038200697
450	0.0802268661
451	0.08019212714
452	0.08015660908
453	0.08012215125
454	0.0801189563
455	0.07999251247
456	0.07973989966
457	0.07967170671
458	0.07965577061
459	0.07957047776
460	0.07952000868
461	0.07915989575
462	0.07911584428
463	0.07907383693
464	0.07900760719
465	0.07889041629
466	0.07871219865
467	0.07864394803
468	0.07854556293
469	0.07851569413
470	0.07846018624
471	0.07837463934
472	0.07831517012
473	0.07820332903
474	0.07810125777
475	0.07785618419
476	0.07780661066
477	0.07777756736
478	0.07758565972
479	0.07747105355
480	0.07734121711
481	0.07731694692
482	0.07720082989
483	0.07716515824
484	0.07710773199
485	0.07709536085
486	0.07706859396
487	0.07699912686
488	0.07686119747
489	0.07679873634
490	0.07675811752
491	0.07671284996
492	0.07668121036
493	0.07663948107
494	0.07652066331
495	0.07647119656
496	0.07641699265
497	0.07622980362
498	0.07615091395
499	0.07611696325
500	0.07602539877
501	0.0758602279
502	0.07583633659
503	0.07581907924
504	0.07579364542
505	0.07578544922
506	0.07568525245
507	0.07565727407
508	0.07565373768
509	0.07561049338
510	0.07554143645
511	0.07544711953
512	0.07536348391
513	0.07530547692
514	0.07526640261
515	0.07522102592
516	0.07515977843
517	0.07513152346
518	0.07509319657
519	0.0750642923
520	0.07503942763
521	0.07500939241
522	0.07498902437
523	0.07498005291
524	0.07490451081
525	0.07489109872
526	0.07487946958
527	0.07485518897
528	0.07477782277
529	0.07473920795
530	0.07467725505
531	0.07458547448
532	0.07448708501
533	0.07445901656
534	0.07443089936
535	0.07439411086
536	0.0743723441
537	0.07435214941
538	0.07424013197
539	0.07404356982
540	0.0739874986
541	0.07396362582
542	0.07390803672
543	0.07389699369
544	0.07385682694
545	0.07385224108
546	0.07382957194
547	0.07382255973
548	0.07379639188
549	0.0737473679
550	0.07371181886
551	0.07368186154
552	0.0736414057
553	0.07363148181
554	0.07360122781
555	0.07359549549
556	0.07352907534
557	0.07341438855
558	0.07335164544
559	0.07329227465
560	0.073231313
561	0.07312556312
562	0.07304660327
563	0.07303579031
564	0.07296739097
565	0.07293689743
566	0.07289373199
567	0.07283069754
568	0.07277944995
569	0.07271107903
570	0.07263021643
571	0.07259753718
572	0.07238458143
573	0.07235898327
574	0.07233425727
575	0.07232357701
576	0.07225113207
577	0.07223136832
578	0.07207975587
579	0.07199446129
580	0.07195156027
581	0.07193041216
582	0.07191821788
583	0.07190310279
584	0.07182055977
585	0.07179708111
586	0.07177762685
587	0.07169591673
588	0.0714481871
589	0.07139363399
590	0.0713714466
591	0.07135690303
592	0.07134885036
593	0.07131415837
594	0.0710702794
595	0.07086991208
596	0.07077910475
597	0.07074294053
598	0.07067382313
599	0.07061123932
600	0.07058485485
601	0.07056621979
602	0.07053466637
603	0.07048532819
604	0.07042767121
605	0.07036461726
606	0.07032172136
607	0.07027154298
608	0.07021252317
609	0.07020745415
610	0.0701024914
611	0.07008073792
612	0.07004887563
613	0.07003883515
614	0.0699823923
615	0.06994123288
616	0.06992435442
617	0.06989701717
618	0.06986495373
619	0.06982764694
620	0.06968607263
621	0.06960580875
622	0.0695973647
623	0.06958797798
624	0.0695816016
625	0.06950167885
626	0.06943812922
627	0.06933614585
628	0.06931725876
629	0.06927599168
630	0.06926093168
631	0.06912394768
632	0.06908074497
633	0.06905964192
634	0.06905208135
635	0.06903153582
636	0.06894858966
637	0.06892086922
638	0.06881034665
639	0.0687865601
640	0.06876805772
641	0.06871085705
642	0.06867138265
643	0.06864690459
644	0.06849794753
645	0.06848826517
646	0.06845355432
647	0.06843312153
648	0.06842123649
649	0.06841345081
650	0.06827264833
651	0.06815648712
652	0.06802534132
653	0.06800820821
654	0.06799308922
655	0.06794072014
656	0.06791864459
657	0.06785892384
658	0.06775467488
659	0.06767662915
660	0.06763561734
661	0.06758981406
662	0.06751433483
663	0.06746414104
664	0.0673935305
665	0.06732396013
666	0.06720583741
667	0.06717645675
668	0.06714629358
669	0.06712350438
670	0.06710711192
671	0.06707140856
672	0.06704785585
673	0.06688931949
674	0.06683616546
675	0.06675152652
676	0.06666775253
677	0.06662878321
678	0.0666169884
679	0.06657886722
680	0.06656583438
681	0.06652261291
682	0.06644015637
683	0.06639736468
684	0.06635405013
685	0.06635197316
686	0.06634884327
687	0.06627338605
688	0.06613351154
689	0.06589195131
690	0.06574533509
691	0.06561406839
692	0.06556847719
693	0.06555051743
694	0.06523585306
695	0.06520046279
696	0.06516891986
697	0.06515222121
698	0.06507986247
699	0.06507238044
700	0.06504032209
701	0.06498477182
702	0.06497613535
703	0.06491637085
704	0.06490643218
705	0.06490113729
706	0.06486550241
707	0.06472397604
708	0.06463810211
709	0.06458651762
710	0.06455678806
711	0.06451632007
712	0.06448570794
713	0.06446011519
714	0.06440131881
715	0.0643056662
716	0.06427440587
717	0.06419685863
718	0.0641092374
719	0.06410044564
720	0.06408939627
721	0.06405803343
722	0.06401422794
723	0.06398330425
724	0.06390267805
725	0.06388290046
726	0.06386839808
727	0.06386450213
728	0.06379015865
729	0.06372361618
730	0.06368308654
731	0.06366374397
732	0.06362541154
733	0.06361265865
734	0.06360855055
735	0.06350437657
736	0.06348813743
737	0.06346140917
738	0.06344626079
739	0.06342776937
740	0.06341739251
741	0.06340334004
742	0.06334017983
743	0.06326411129
744	0.06310635149
745	0.06303429189
746	0.06297138864
747	0.06295645333
748	0.06285852501
749	0.06283266262
750	0.06280802346
751	0.0627679907
752	0.06276426115
753	0.06273926907
754	0.06271492321
755	0.06270688903
756	0.06267048501
757	0.06264335906
758	0.06255659458
759	0.06251518862
760	0.06248729588
761	0.06226052503
762	0.06224459903
763	0.06221348928
764	0.06220821346
765	0.06219718949
766	0.06217179371
767	0.06211214202
768	0.06205112407
769	0.06191483606
770	0.06185334455
771	0.06180031022
772	0.06179717811
773	0.06172410827
774	0.06170975936
775	0.06168761916
776	0.06166054331
777	0.0616438131
778	0.06152632743
779	0.06138489753
780	0.06128703085
781	0.06127211602
782	0.06123544284
783	0.06111107281
784	0.0609864883
785	0.06092030814
786	0.06089506289
787	0.06070545037
788	0.06067360015
789	0.06066551762
790	0.0606468217
791	0.06064423707
792	0.06060860614
793	0.0606021751
794	0.06051290135
795	0.06045233592
796	0.06039264712
797	0.060362583
798	0.06034575781
799	0.06029365483
800	0.06028545484
801	0.06018647172
802	0.06016758649
803	0.06015142568
804	0.06011925903
805	0.06011565642
806	0.06005783848
807	0.06004570067
808	0.06003962868
809	0.05990629501
810	0.0598824744
811	0.059863824
812	0.05986073878
813	0.05984606103
814	0.05978280527
815	0.05977809769
816	0.05975345909
817	0.05971750402
818	0.05971208469
819	0.0596952587
820	0.05968572861
821	0.0596757785
822	0.05966815159
823	0.05963683896
824	0.05959082619
825	0.05957483709
826	0.05956116759
827	0.05955599891
828	0.05954890855
829	0.05952723373
830	0.05951719958
831	0.05948256234
832	0.0594673536
833	0.05944241181
834	0.0594378008
835	0.05942790274
836	0.05942058763
837	0.0593884807
838	0.05938328362
839	0.05934135541
840	0.05933113043
841	0.0592850954
842	0.05925239349
843	0.05923400892
844	0.05921031532
845	0.05920007218
846	0.05916221526
847	0.05913263656
848	0.05911312199
849	0.05909158447
850	0.05902185091
851	0.05899098794
852	0.05894939232
853	0.05893119724
854	0.05890146541
855	0.05885776342
856	0.0587533083
857	0.05865022141
858	0.05859827283
859	0.05858336693
860	0.05849155803
861	0.05848686354
862	0.05848372666
863	0.05842780164
864	0.05818079017
865	0.05817552064
866	0.05815992092
867	0.0581524858
868	0.05793833833
869	0.05793172716
870	0.05792464074
871	0.05781134721
872	0.05774921442
873	0.05773755057
874	0.05773288501
875	0.05770334747
876	0.05770293424
877	0.05769388255
878	0.05768901799
879	0.05768841422
880	0.05768204071
881	0.05765545441
882	0.05758809884
883	0.05750629327
884	0.0573984324
885	0.05738467675
886	0.05735922343
887	0.05728737513
888	0.05728130244
889	0.05724212586
890	0.05720621228
891	0.05719810278
892	0.05719111847
893	0.05718063996
894	0.05713889038
895	0.05713162625
896	0.05704193222
897	0.0570382487
898	0.05702134807
899	0.05701819386
900	0.05690255292
901	0.05689903365
902	0.05686457104
903	0.05681680477
904	0.05680966809
905	0.05680504295
906	0.05679598672
907	0.05677860429
908	0.05676807422
909	0.05672522964
910	0.05670769664
911	0.05669920549
912	0.05665593739
913	0.05661658654
914	0.05658957654
915	0.05658376174
916	0.05654149399
917	0.05653526102
918	0.05651113469
919	0.05649488257
920	0.0564623255
921	0.05643766783
922	0.05641918007
923	0.05640722755
924	0.05639828264
925	0.05638903533
926	0.05635328585
927	0.05634897841
928	0.05633613161
929	0.05633544884
930	0.05628901756
931	0.05626139534
932	0.05621817357
933	0.05613866573
934	0.05611546288
935	0.05609379752
936	0.05608250836
937	0.0560752668
938	0.0560658781
939	0.05590153145
940	0.05587666875
941	0.05585475568
942	0.0558364207
943	0.05581049393
944	0.05574872684
945	0.0556785319
946	0.05564885451
947	0.05563102933
948	0.05558217489
949	0.05556256121
950	0.05555636534
951	0.05552299286
952	0.05551490262
953	0.05550423835
954	0.05548787673
955	0.05547890658
956	0.05542630426
957	0.05539819622
958	0.05535997006
959	0.05533840302
960	0.05533314215
961	0.05531197489
962	0.05530677066
963	0.05530310906
964	0.05519736243
965	0.05515241614
966	0.05512519034
967	0.05511258238
968	0.05509541078
969	0.05508105817
970	0.05507210816
971	0.05506413637
972	0.05498671722
973	0.05497442389
974	0.05496348914
975	0.05496050519
976	0.05495014326
977	0.05494684274
978	0.05490747326
979	0.05489737707
980	0.05486952949
981	0.05483315257
982	0.05468835672
983	0.05465973859
984	0.05459758717
985	0.05456192641
986	0.05453398423
987	0.05448008016
988	0.05447772152
989	0.05446630905
990	0.05446409587
991	0.05445375343
992	0.0544467948
993	0.05440499254
994	0.05435255181
995	0.05434998193
996	0.05434668135
997	0.05430491606
998	0.05415291769
999	0.05414820496
1000	0.05411995542
1001	0.0540868516
1002	0.054028115
1003	0.0539722108
1004	0.05396218513
1005	0.05395470858
1006	0.05394894989
1007	0.05393717814
1008	0.05392558552
1009	0.05391279865
1010	0.05390505902
1011	0.05386863516
1012	0.05376089169
1013	0.05374755922
1014	0.05372017862
1015	0.05349809188
1016	0.05345990368
1017	0.05343589548
1018	0.05342579
1019	0.05339463217
1020	0.05339018199
1021	0.05337817914
1022	0.05323746027
1023	0.05323581688
1024	0.05321658492
1025	0.0531877752
1026	0.05317578302
1027	0.05316962141
1028	0.05315545664
1029	0.05314606852
1030	0.05314044644
1031	0.0531382157
1032	0.05313532754
1033	0.05313179809
1034	0.05303450754
1035	0.0530261159
1036	0.05302173747
1037	0.05301222777
1038	0.05297466782
1039	0.0529585723
1040	0.05294113968
1041	0.05293460746
1042	0.05292268121
1043	0.05291676875
1044	0.05290980902
1045	0.05290228304
1046	0.0528990906
1047	0.05286774832
1048	0.05282165392
1049	0.05281414203
1050	0.0527894102
1051	0.05277304554
1052	0.05275163731
1053	0.0527474565
1054	0.05271195708
1055	0.05266242818
1056	0.05261871949
1057	0.0525952148
1058	0.05256427689
1059	0.05253562149
1060	0.05252925721
1061	0.0525147356
1062	0.05250153134
1063	0.05247818065
1064	0.05237705416
1065	0.05235652656
1066	0.05232880274
1067	0.05227650299
1068	0.05227171234
1069	0.05222892145
1070	0.05211091228
1071	0.05208657818
1072	0.05206288011
1073	0.0520379375
1074	0.05202328066
1075	0.05201814585
1076	0.05199480351
1077	0.05194787553
1078	0.0519441785
1079	0.05192436629
1080	0.05184254859
1081	0.05179465516
1082	0.05164302564
1083	0.05164076789
1084	0.05162548964
1085	0.05160973072
1086	0.05158859588
1087	0.05158538321
1088	0.05155938475
1089	0.05136522214
1090	0.05135288032
1091	0.05134348255
1092	0.05133503048
1093	0.05132502468
1094	0.05131523978
1095	0.05131243967
1096	0.05127659869
1097	0.05125483594
1098	0.05123994429
1099	0.0512295782
1100	0.05119660164
1101	0.05118109244
1102	0.05115758195
1103	0.05113358437
1104	0.05110001813
1105	0.05109466216
1106	0.05107512763
1107	0.05106899419
1108	0.05104903771
1109	0.05104322358
1110	0.05098609374
1111	0.05098203708
1112	0.05091259919
1113	0.05089482709
1114	0.05086622414
1115	0.05086052284
1116	0.05082449966
1117	0.05081260261
1118	0.05080820314
1119	0.05074191445
1120	0.05071769898
1121	0.05071475401
1122	0.05051195295
1123	0.05049702035
1124	0.05048625146
1125	0.05048360251
1126	0.05047667384
1127	0.05035790265
1128	0.05020839092
1129	0.05018042019
1130	0.05017910679
1131	0.05017476667
1132	0.05017375891
1133	0.05017024937
1134	0.05016667932
1135	0.05010784529
1136	0.0501065021
1137	0.05009412154
1138	0.05008981741
1139	0.05001277285
1140	0.05000356757
1141	0.04997908448
1142	0.04992221162
1143	0.04989682322
1144	0.04986187579
1145	0.0498524526
1146	0.04984358885
1147	0.04982807418
1148	0.04981040829
1149	0.0497982524
1150	0.0497827844
1151	0.04977671056
1152	0.04976345137
1153	0.04973444429
1154	0.04960932684
1155	0.04958816709
1156	0.04950494397
1157	0.04948494945
1158	0.04944308502
1159	0.04934984971
1160	0.04934857857
1161	0.04929590082
1162	0.04929075542
1163	0.04923008459
1164	0.04921482492
1165	0.04920678223
1166	0.04917034055
1167	0.04916137379
1168	0.04915592249
1169	0.04914299582
1170	0.04912025236
1171	0.04911850046
1172	0.04907283627
1173	0.04906611317
1174	0.04906149569
1175	0.04902389765
1176	0.04902163765
1177	0.04896799321
1178	0.04887596661
1179	0.04885733305
1180	0.0488528978
1181	0.04877268988
1182	0.04877229748
1183	0.04875638298
1184	0.04873988704
1185	0.04872859629
1186	0.04872293387
1187	0.0486903068
1188	0.04867422408
1189	0.04865375942
1190	0.04864644486
1191	0.0486410928
1192	0.04862902115
1193	0.04862701777
1194	0.04861342418
1195	0.04859551157
1196	0.04858021121
1197	0.04857210937
1198	0.04857175485
1199	0.04856728268
1200	0.04853409704
1201	0.04853111896
1202	0.04852720002
1203	0.04851273857
1204	0.04850958621
1205	0.04848336528
1206	0.0484812283
1207	0.04847871279
1208	0.04846921519
1209	0.04845395124
1210	0.0483521637
1211	0.04834031364
1212	0.04833658398
1213	0.04832352523
1214	0.04831119409
1215	0.04830841742
1216	0.04829542731
1217	0.04828381642
1218	0.04826450991
1219	0.04826114596
1220	0.04817199462
1221	0.04811933751
1222	0.04810869628
1223	0.04807021235
1224	0.0480542651
1225	0.04803034283
1226	0.04801311487
1227	0.048006127
1228	0.04793253425
1229	0.04777939313
1230	0.04777356689
1231	0.0476994127
1232	0.04767604229
1233	0.04766839202
1234	0.04765922182
1235	0.04761482694
1236	0.04758716821
1237	0.04752538169
1238	0.04751136364
1239	0.04750505225
1240	0.04746601408
1241	0.04743890575
1242	0.0474319412
1243	0.04732723274
1244	0.04727835006
1245	0.04727294034
1246	0.04726954101
1247	0.04723806619
1248	0.04723608407
1249	0.04723442306
1250	0.04723070313
1251	0.04722065088
1252	0.04721842934
1253	0.04721659551
1254	0.04721201767
1255	0.04718720932
1256	0.04718435571
1257	0.04715776323
1258	0.04714810153
1259	0.04713409263
1260	0.04712637219
1261	0.04712176045
1262	0.04711744363
1263	0.04705148034
1264	0.04703196115
1265	0.04702950908
1266	0.04702764656
1267	0.04700635493
1268	0.04694164089
1269	0.04692140568
1270	0.04690418442
1271	0.04689512806
1272	0.04688408841
1273	0.04688221772
1274	0.04687496967
1275	0.04680927147
1276	0.04680783406
1277	0.04672778787
1278	0.04670983656
1279	0.04670728101
1280	0.04670328691
1281	0.04669039543
1282	0.04666912456
1283	0.04665157245
1284	0.0466462512
1285	0.04663495869
1286	0.04659807823
1287	0.04659330799
1288	0.04651465574
1289	0.04650931808
1290	0.04650478598
1291	0.04650153561
1292	0.04649768568
1293	0.04649468274
1294	0.04649323529
1295	0.04637942878
1296	0.04637541257
1297	0.04623796621
1298	0.04611042109
1299	0.04599810647
1300	0.0459857848
1301	0.04594351796
1302	0.0459019267
1303	0.04589375612
1304	0.04588573169
1305	0.04587202462
1306	0.04585917935
1307	0.04581987998
1308	0.04581469571
1309	0.04579638411
1310	0.04579066638
1311	0.04578393416
1312	0.04577550662
1313	0.04575580136
1314	0.04574467936
1315	0.04573610508
1316	0.04573359573
1317	0.04570308405
1318	0.04568833656
1319	0.04568377722
1320	0.04567762498
1321	0.0456492225
1322	0.04561866774
1323	0.04561042163
1324	0.04560787572
1325	0.04560270413
1326	0.04559546798
1327	0.04559036364
1328	0.04557994054
1329	0.0455653479
1330	0.04556013178
1331	0.04555755611
1332	0.04554756463
1333	0.04554598696
1334	0.04554178808
1335	0.04553408562
1336	0.04552653055
1337	0.0455193077
1338	0.04548836968
1339	0.04542130863
1340	0.04542084204
1341	0.04540720203
1342	0.04537802587
1343	0.04534273204
1344	0.04533775059
1345	0.04533140525
1346	0.04530513747
1347	0.04528515308
1348	0.04527827856
1349	0.04527187778
1350	0.04525406792
1351	0.04524542873
1352	0.04522046325
1353	0.04520308777
1354	0.04519953527
1355	0.04511666686
1356	0.04509879621
1357	0.04509254552
1358	0.04507162692
1359	0.04504993237
1360	0.04503497272
1361	0.04501020355
1362	0.04498410227
1363	0.04497430048
1364	0.04491076518
1365	0.0449071325
1366	0.04489555531
1367	0.04483770257
1368	0.04477176517
1369	0.04475435157
1370	0.0447517124
1371	0.04474231997
1372	0.04473459612
1373	0.04473323044
1374	0.04469418221
1375	0.04468550883
1376	0.0446784806
1377	0.04466004388
1378	0.04465912297
1379	0.0446408728
1380	0.04463176416
1381	0.0446305707
1382	0.04462535915
1383	0.04462247605
1384	0.04458205104
1385	0.04456051619
1386	0.0445254765
1387	0.04452448404
1388	0.04452356241
1389	0.04451839256
1390	0.04451592349
1391	0.04451276812
1392	0.04450057516
1393	0.0444092003
1394	0.04435050715
1395	0.04434341172
1396	0.0443424584
1397	0.04431907967
1398	0.04431792658
1399	0.04431437521
1400	0.04429089526
1401	0.0442419648
1402	0.04418753358
1403	0.04416543878
1404	0.04414296526
1405	0.04405733571
1406	0.04404529608
1407	0.04403653441
1408	0.04403268147
1409	0.04399070219
1410	0.04398147385
1411	0.04397233718
1412	0.0439506969
1413	0.0439350557
1414	0.04392957477
1415	0.04383016376
1416	0.04382554333
1417	0.04378932075
1418	0.04377021662
1419	0.04375898723
1420	0.04372924386
1421	0.04372221805
1422	0.04369213899
1423	0.0436611342
1424	0.04363311235
1425	0.04362224734
1426	0.04358430253
1427	0.04358118704
1428	0.04349725298
1429	0.0434747776
1430	0.04346771807
1431	0.04346665475
1432	0.04345899814
1433	0.04345742144
1434	0.04345298396
1435	0.04341233112
1436	0.04341039406
1437	0.04340574876
1438	0.04339673807
1439	0.04338474432
1440	0.04337445984
1441	0.04336761721
1442	0.0433587585
1443	0.04334822265
1444	0.04329350344
1445	0.04322958211
1446	0.04321990916
1447	0.04321569493
1448	0.04318569038
1449	0.04315521515
1450	0.04315050541
1451	0.04314847799
1452	0.04313466426
1453	0.04313067614
1454	0.04308920447
1455	0.04297237895
1456	0.04290176878
1457	0.04288406732
1458	0.04288157966
1459	0.04287862516
1460	0.04284895939
1461	0.04284715102
1462	0.04283028625
1463	0.0427920552
1464	0.0427832743
1465	0.04276921481
1466	0.04276384075
1467	0.04275518113
1468	0.04274775207
1469	0.04273731467
1470	0.04272778891
1471	0.04270788328
1472	0.04270423318
1473	0.04270092735
1474	0.04269759963
1475	0.0426641073
1476	0.04265124919
1477	0.04264629132
1478	0.04262840305
1479	0.04262673816
1480	0.04262351072
1481	0.0425757826
1482	0.04252543595
1483	0.04252160738
1484	0.04251522863
1485	0.04250247312
1486	0.04249468829
1487	0.04249181692
1488	0.04249017843
1489	0.04248070469
1490	0.04247692848
1491	0.0424495585
1492	0.04244427085
1493	0.04243671126
1494	0.04242084386
1495	0.04241844321
1496	0.04234527159
1497	0.04233894459
1498	0.04233259175
1499	0.04231918631
1500	0.04231862686
